ID,Title,Content
3251,"Terranova <br/> Astaxanthin 4mg Complex","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">
<strong>MAGNIFOOD COMPLEX 300mg</strong>
PROVIDING:
Stabilized Rice Bran 100mg
Kale [Brassica Oleracea Var Acephala]-fresh freeze dried-ORGANIC 100mg
Sea Buckthorn Berry [Hippophae rhamnoides]-fresh freeze dried 50mg
Spirulina [Arthrospira platensis]-fresh freeze dried-ORGANIC 50mg
Larch Tree Arabinogalactan&nbsp;[<span lang=""EN-US"">Larix laricina</span><span lang=""EN-US"">] 5.5mg</span>
Astaxanthin (Haematococcus pluvialis algae) 4mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong> SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
NO WHEAT – NO CORN – NO SOY – NO YEAST – NO DAIRY – NO GELATINE - NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS - NO PRESERVATIVES

</div>"
3252,"Terranova <br/> Lutein 20mg Complex","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns""><strong>MAGNIFOOD COMPLEX 250mg</strong>
PROVIDING:
Kale [Brassica Oleracea Var Acephala]-fresh freeze dried-ORGANIC 75mg
Bilberry Fruit [Vaccinium Μyrtillus]-fresh freeze dried-ORGANIC 50mg
Watercress [Nasturtium Οfficinale]-fresh freeze dried 50mg
Sea Buckthorn Berry [Hippophae Rhamnoides]-fresh freeze dried 50mg
Rosemary Leaf [Salvia Rosmarinus]-fresh freeze dried 25mg

Lutein (from marigold flowers [Tagetes Erecta]) 20mg
Larch Tree Arabinogalactan [Larix Laricina] 5.5mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong> SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>NO WHEAT – NO SOY – NO YEAST – NO DAIRY – NO GELATINE - NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS - NO PRESERVATIVES</div>
</div>"
3254,"Terranova <br/> Folate 400μg Complex","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns""><strong>MAGNIFOOD COMPLEX 500mg</strong>
PROVIDING:
Stabilized Rice Bran 200mg
Beetroot [Beta Vulgaris]-fresh freeze dried-ORGANIC 150mg
Spinach [Spinacia Oleracea]-fresh freeze dried-ORGANIC 75mg
Pumpkin Seed [Cucurbita Pepo]-ORGANIC 75mg

Folate (Methylfolate) 400μg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong> SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>NO WHEAT – NO SOY – NO CORN – NO YEAST – NO DAIRY – NO GELATINE - NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS - NO PRESERVATIVES</div>
</div>"
3255,"Terranova <br/> Vitamin B6 50mg (P 5-P)","ONE VEGETARIAN CAPSULES TYPICALLY PROVIDES:
<div class=""two-columns""><strong>MAGNIFOOD COMPLEX 375mg</strong>
PROVIDING:
Stabilized Rice Bran 175mg
Rose Hips [Rosa Canina]-ORGANIC 50mg
Green <strong>Oat</strong> Seed [Avena Sativa]-fresh freeze dried 50mg
Beetroot [Beta Vulgaris]-fresh freeze dried-ORGANIC 50mg
Pumpkin Seed [Cucurbita Pepo]-ORGANIC 50mg

Vitamin B6 (as pyridoxal 5-phosphate / P 5-P) 50mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong> SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>NO WHEAT – NO SOY – NO YEAST – NO DAIRY – NO GELATINE - NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS - NO PRESERVATIVES</div>
<div><strong>Contains oat – consult physician if coeliac.</strong></div>
</div>"
3256,"Terranova <br/> Lycopene 15mg Complex","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns""><strong>MAGNIFOOD COMPLEX 250mg</strong>
PROVIDING:
Sea Buckthorn Berry [Hippophae Rhamnoides]-fresh freeze dried 50mg
Acai Berry [Euterpe Oleracea]-fresh freeze dried-ORGANIC 50mg
Stabilized Rice Bran 50mg
Kale [Brassica Oleracea Var Acephala]-fresh freeze dried-ORGANIC 50mg
Rose Hips [Rosa Canina]-ORGANIC 25mg
Rosemary Leaf [Salvia Rosmarinus]-fresh freeze dried 25mg

Lycopene (from tomato extract [Solanum Lycopersicum]) 15mg
Larch Tree Arabinogalactan [Larix Laricina] 5.5mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong> SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>NO WHEAT – NO SOY – NO YEAST – NO DAIRY – NO GELATINE - NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS - NO PRESERVATIVES</div>
</div>"
3257,"Terranova <br/> Biotin 300μg Complex","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns""><strong>MAGNIFOOD COMPLEX 450mg</strong>
PROVIDING:
Stabilized Rice Bran 250mg
Rose Hips [Rosa Canina]-ORGANIC 75mg
Nettle Leaf [Urtica Dioica]-fresh freeze dried 50mg
Pumpkin Seed [Cucurbita Pepo]-ORGANIC 50mg
Horsetail Spring Shoot [Equisetum Arvense]-fresh freeze dried 25mg

Biotin (as d-Biotin) 300μg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong> SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>NO WHEAT – NO SOY – NO CORN – NO YEAST – NO DAIRY – NO GELATINE - NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS - NO PRESERVATIVES</div>
</div>"
3258,"Terranova <br/> Pantothenic Acid (with Pantethine) 250mg Complex","ONE VEGETARIAN CAPSULES TYPICALLY PROVIDES:
<div class=""two-columns""><strong>MAGNIFOOD COMPLEX 350mg</strong>
PROVIDING:
Stabilized Rice Bran 150mg
Rose Hips [Rosa canina]-ORGANIC 100mg
Green <strong>Oat</strong> Seed [Avena sativa]-fresh freeze dried 75mg
Holy Basil [Ocimum Sanctum] - fresh freeze dried [Tulsi] 25mg

Pantothenic Acid (Vitamin B5) (as Calcium pantothenate 200mg &amp; Pantethine 50mg) 250mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong> SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>NO WHEAT – NO SOY – NO CORN – NO YEAST – NO DAIRY – NO GELATINE - NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS - NO PRESERVATIVES</div>
<div><strong>Contains oat – consult physician if coeliac.</strong></div>
</div>"
3259,"Terranova <br/> Digestive Enzymes with Microflora","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">

<strong>MAGNIFOOD COMPLEX 275mg</strong>
<div>PROVIDING:
Fennel Seed [Foeniculum Vulgare] (ORGANIC) 75mg
Ginger Rhizome/Root [Zingiber Officinale] (fresh freeze dried-ORGANIC) 50mg
Burdock Root [Arctium Lappa] (fresh freeze dried) 50mg
Stabilized Rice Bran 50mg
Cardamom Pod [Elettaria Cardamomum] (ORGANIC) 25mg
Artichoke Leaf [Cynara Scolymus] (fresh freeze dried) 25mg</div>
<div><strong>DIGESTIVE ENZYME COMPLEX 80mg</strong></div>
<div>PROVIDING:
Protease (A. oryzae) 14,690 HUT 27.6mg
Amylase (A. oryzae) 2,545 DU 16.9mg
Lactase (A. oryzae) 727 ALU 7.3mg
Glucoamylase (A. niger) 6.5 AGU 7.3mg
Alpha Galactosidase (A. niger) 109 GalU 7.3mg
Protease (A. niger) 36 SAPU 6.8mg
Invertase (S. cervisiae) 291 SU 3.3mg
Lipase (C. rugosa) 349 FIP 1.9mg
Glucoamylase (R. oryzae) 0.72 AGU 1.1mg
Lipase (A. niger) 7.27 FIP 0.15mg
Lipase (R. oryzae) 7.27 FIP 0.15mg
FOS (fructo-oligosaccharides) 35mg
Larch Tree Arabinogalactan (Larix laricina) 25mg<strong>
MICROFLORA COMPLEX 13mg</strong>
PROVIDING:
Lactiplantibacillus plantarum (Rosell-1012) 333 million CFU*</div>
<div>Lacticaseibacillus paracasei (Rosell-215) 267 million CFU*
Lacticaseibacillus rhamnosus (Rosell-11) 233 million CFU*
Lactobacillus acidophilus/helveticus (Rosell-52) 167 million CFU*
Bifidobacterium lactis (CHR Hansen BB-12) 167 million CFU*
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)
<div>
<div>all above strains are of non-dairy origin
*Colony Forming Units - potency at time of manufacture
**Contains traces of soya</div>
<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong> SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>NO WHEAT – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES</div>
</div>
</div>
</div>"
3261,"Terranova <br/> Amino Freedom Protein Digestion Complex","ONE VEGETARIAN CAPSULES TYPICALLY PROVIDES:
<div class=""two-columns""><strong>MAGNIFOOD COMPLEX 325mg</strong>
PROVIDING:
Papaya Fruit [Carica papaya]-fresh freeze dried-ORGANIC 200mg
Ginger Rhizome [Zingiber officinale]fresh freeze dried-ORGANIC 50mg
Gentian Root [Gentiana Lutea] 50mg
Artichoke Leaf [Cynara scolymus]-fresh freeze dried-ORGANIC 25mg
BioCore AminoTap®PS* 150mg providing:
Peptidase & Protease 133.3mg
Zinc (as citrate) 5mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

*A protein digesting enzyme complex derived from the edible fungi Aspergillus melleus, oryzae, and niger.
BioCore AminoTap®PS is a trademark of National Enzyme Company.

<strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong> SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>NO WHEAT – NO SOY – NO YEAST – NO DAIRY – NO GELATINE - NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS - NO PRESERVATIVES</div>
</div>"
3264,"Terranova <br/> Chromium, Cinnamon & Lipoic Acid Complex","TWO VEGETARIAN CAPSULES TYPICALLY PROVIDES:
<div class=""two-columns"">
<strong>MAGNIFOOD COMPLEX 975mg</strong>
<div>PROVIDING:
Cinnamon Bark [Cinnamomum Zeylanicum]-ORGANIC 700mg
Stabilized Rice Bran 125mg
Matcha Green Tea Ceremonial Grade AAA [Camellia Sinensis]-ORGANIC 50mg
Parsley [Petroselinum Crispum]-fresh freeze dried-ORGANIC 50mg
Ginger Rhizome [Zingiber Officinale]-fresh freeze dried-ORGANIC 50mg

Alpha Lipoic Acid 150mg
Quercetin [from Sophora Japonica] 50mg
Zinc (bisglycinate chelate* TRAACS&#x2122;) 10mg
Astaxanthin [Haematococcus Pluvailis Algae] 500µg
Chromium (as picolinate) 200µg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>* TRAACS&#x2122; is a trademark of Albion Labs</strong>
<strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>NO WHEAT – NO SOY – NO YEAST – NO DAIRY – NO GELATINE - NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS - NO PRESERVATIVES</div>
</div>"
3265,"Terranova <br/> Dynamic Synergy","TWO VEGETARIAN CAPSULES TYPICALLY PROVIDES:
<div class=""two-columns""><strong>MAGNIFOOD COMPLEX 1225mg</strong>
PROVIDING:
Chinese Red Ginseng Root* [Panax Ginseng]- fresh freeze dried-ORGANIC 375mg
Siberian Ginseng Root [Eleutherococcus Senticosus]-freeze dried-ORGANIC 175mg
American Ginseng Root [Panax Quinquefolius]-fresh freeze dried 100mg
Ashwagandha Root [Withania Somnifera]-ORGANIC 100mg
Matcha Green Tea Ceremonial Grade AAA [Camellia Sinensis]-ORGANIC 100mg
Rhodiola Root Extract [Rhodiola Rosea]-freeze dried aqueous extract 100mg
Cordyceps [Cordyceps Sinensis]-freeze dried-ORGANIC [Full-spectrum: providing all fungal components &amp; extracellular compounds] 100mg
Reishi Mushroom [Ganoderma Lucidum]-freeze dried-ORGANIC [Full-spectrum: providing all fungal components &amp; extracellular compounds] 100mg
Ginger Rhizome/Root [Zingiber Officinale]-freeze dried-ORGANIC 50mg
Cayenne Fruit [Capsicum Annuum]-ORGANIC 25mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)*From Chinese Red Ginseng Roots which have been steamed after harvesting and then freeze dried)

<strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong> SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>NO WHEAT – NO SOY – NO CORN – NO YEAST – NO DAIRY – NO GELATINE - NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS - NO PRESERVATIVES</div>
</div>"
3267,"Terranova <br/> Spirulina 500mg (Fresh Freeze Dried-Organic)","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">

Spirulina [Arthrospira Platensis]-fresh freeze dried-ORGANIC 500mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)
<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>NO WHEAT – NO CORN – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES</div>
</div>
</div>"
3268,"Terranova <br/> Spirulina & Chlorella (Fresh Freeze Dried-Organic)","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">
<strong>PHYTOFRESH COMPLEX 645mg</strong>
<div>PROVIDING:
Spirulina [Arthrospira platensis]-fresh freeze dried-ORGANIC 430mg
Chlorella [Chlorella Pyrenoidosa]*-fresh freeze dried-ORGANIC 215mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

*Broken cell wall

<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>

NO WHEAT – NO CORN – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>
</div>
</div>
</div>"
3325,"Terranova<br/> Chaga 500mg (Full Spectrum-Fresh Freeze Dried-Organic)","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">

<div>Chaga [Inonotus ObIiquus]-fresh freeze dried-ORGANIC (Full-spectrum: providing all fungal components & extracellular compounds) 500mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>
NO WHEAT – NO CORN – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES
</div>
</div>
</div>
</div>"
3326,"Terranova<br/> Maitake 500mg (Full Spectrum-Fresh Freeze Dried-Organic)","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">

<div>Maitake [Grifola Frondosa]-fresh freeze dried-ORGANIC (Full-spectrum: providing all fungal components & extracellular compounds) 500mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>
NO WHEAT – NO CORN – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES
</div>
</div>
</div>
</div>"
3327,"Terranova<br/> Chlorella 500mg (Fresh Freeze Dried-Organic)","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">

<div>Chlorella [Chlorella Pyrenoidosa]*-fresh freeze dried-ORGANIC 500mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

*Broken cell wall
<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>
NO WHEAT – NO CORN – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES
</div>
</div>
</div>
</div>"
3348,"Terranova <br/> Ginseng – Chinese Red 500mg (Freeze Dried-Organic)","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">

Chinese Red Ginseng Root* [Panax Ginseng]-freeze dried-ORGANIC 500mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

*From Chinese Red Ginseng Roots which have been steamed after harvesting and then freeze dried
<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>NO WHEAT – NO CORN – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES</div>
</div>
</div>"
3352,"Terranova <br/> Pro-Nattase Enzyme Complex","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns""><strong>MAGNIFOOD COMPLEX 300mg</strong>
PROVIDING:
Aronia Berry [Aronia Melanocarpa]-fresh freeze dried-ORGANIC 150mg
Hawthorn Berry [Crateagus Oxycantha]-fresh freeze dried-ORGANIC 100mg
Pomegranate Seed/Arils [Punica Granatum]-fresh freeze dried-ORGANIC 50mgNattozimes® Protease Complex 2000FU* [from Aspergillus oryzae &amp; melleus] 58mg
Quercetin [from Sophora Japonica] 50mg
Resveratrol 10mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>*Nattozimes® - a vegetarian and vegan suitable proteolytic enzyme complex derived from the edible fungi Aspergillus oryzae &amp; Aspergillus melleus. Nattozimes® is a registered trademark of National Enzyme Company</strong>

<strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong> SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
NO WHEAT – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>"
3353,"Terranova <br/> Glucosamine & Hyaluronic Acid Complex","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDE:
<div class=""two-columns"">

<strong>MAGNIFOOD COMPLEX 200mg</strong>
<div>PROVIDING:
Montmorency Tart Cherry [Prunus Cerasus]-fresh freeze dried 50mg
Rose Hips [Rosa Canina]-ORGANIC 50mg
Turmeric Root [Curcuma Longa]-fresh freeze dried-ORGANIC 50mg
Nettle Leaf [Urtica Dioica]-fresh freeze dried 50mgGlucosamine – as HCl (vegetarian source) 400mg
Hyaluronic Acid (as Sodium Hyaluronate)* 100mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>*ExceptionHYAL®STAR (Full spectrum molecular weight Hyaluronic Acid)</strong>
<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>

NO WHEAT –  NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>
</div>
</div>
</div>"
3354,"Terranova <br/> CoQ10, Magnesium & Hawthorn Complex","TWO VEGETARIAN CAPSULES TYPICALLY PROVIDE:
<div class=""two-columns"">

<strong>MAGNIFOOD COMPLEX 500mg</strong>
<div>PROVIDING:
Hawthorn Berry [Crateagus Oxycantha]-fresh freeze dried 175mg
Acai Berry [Euterpe Oleracea]-fresh freeze dried-ORGANIC 150mg
Aronia Berry [Aronia Melanocarpa]-fresh freeze dried-ORGANIC 100mg
Stabilised Rice Bran 50mg
Artichoke Leaf [Cynara Scolymus]-fresh freeze dried 25mg
Magnesium (as bisglycinate chelate* [TRAACS&#x2122;], oxide) 100mg
CoQ10 (coenzyme Q10 – as ubiquinone) 50mg
L-Carnitine 50mg
Taurine 50mg
Quercetin 50mg
Resveratrol 10mg
Astaxanthin 500μg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

</div>
<div></div>
<div>
<div><strong>* TRAACS&#x2122; is a trademark of Albion Labs</strong></div>
<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>

NO WHEAT –  NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>
</div>
</div>
</div>"
3355,"Terranova<br/> Ginkgo, Rhodiola & Choline Complex","TWO VEGETARIAN CAPSULES TYPICALLY PROVIDES:
<div class=""two-columns"">

<strong>MAGNIFOOD COMPLEX 650mg</strong>
<div>PROVIDING:
Ginkgo Leaf [Ginkgo Biloba]-fresh freeze dried 150mg
Rhodiola Root Extract [Rhodiola Rosea]-freeze dried aqueous extract 150mg
Siberian Ginseng Root [Eleutherococcus Senticosus]-fresh freeze dried-ORGANIC 150mg
Green <strong>Oat</strong> Seed [Avena Sativa]-fresh freeze dried 100mg
Matcha Green Tea Ceremonial Grade AAA[Camellia Sinensis]-ORGANIC 50mg
Gotu Kola Leaf [Centella Asiatica]- fresh freeze dried 25mg
Turmeric Root [Curcuma Longa]-fresh freeze dried-ORGANIC 25mg
Choline Bitartrate* (Vitacholine&#x2122;) 100mg
Acetyl-L-Carnitine 50mg
Pantothenic Acid (as calcium pantothenate) 50mg
Phosphatidylserine (from sunflower seed lecithin) 30mg
Pyridoxal 5-Phosphate (P 5-P) 2mg
Vitamin B12 (as methylcobalamin) 50μg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>*VitaCholine&#x2122; is a trademark of Balchem Corp</strong>
<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>

NO WHEAT – NO SOY – NO CORN – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES
<div><strong>Contains oat – consult physician if coeliac.</strong></div>
</div>
</div>
</div>
</div>"
3357,"Terranova<br/> Hyaluronic Acid & Silica Complex","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">

<strong>MAGNIFOOD COMPLEX 275mg</strong>
<div>PROVIDING:
Rosehips [Rosa Canina]-ORGANIC 75mg
Bilberry Fruit [Vaccinium Myrtillus]-fresh freeze dried-ORGANIC 50mg
Nettle Leaf [Urtica Dioica]-fresh freeze dried 50mg
Pumpkin Seed (Cucurbita Pepo)-ORGANIC 50mg
Horsetail Spring Shoot [Equisetum Arvense]-fresh freeze dried 25mg
Parsley Leaf [Petroselinum Crispum]-fresh freeze dried-ORGANIC 25mg
Silica [Bamboo Shoot Extract (Bambusa Vulgaris) 200mg: 75% silica] 150mg
Hyaluronic Acid (as Sodium Hyaluronate)* 100mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>*ExceptionHYAL®STAR (Full spectrum molecular weight Hyaluronic Acid)</strong>
<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>

NO WHEAT – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>
</div>
</div>
</div>"
3359,"Terranova <br/> Turmeric & Ginger (Fresh Freeze Dried-Organic)","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">

<strong>PHYTOFRESH COMPLEX 600mg</strong>
<div>PROVIDING:
Turmeric Root [Curcuma longa]-fresh freeze dried-ORGANIC 400mg
Ginger Rhizome/Root [Ziniber Officinale]-fresh freeze dried-ORGANIC 200mg</div>
<div>Vegetarian Capsule Shell (hydroxypropyl methylcellulose)</div>
<div></div>
<div>
<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>

NO WHEAT –  NO CORN – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>
</div>
</div>
</div>"
3374,"Terranova <br/> Matcha Green Tea 400mg (Organic)","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">

Matcha Green Tea* [Camellia sinensis]-steam dried-ORGANIC 400mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

*Contains 100% Grade AAA Matcha (Ceremonial Grade) from gardens located in a remote area of China
<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>
<div>

NO WHEAT – NO CORN – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>
</div>
</div>
</div>"
